Plot BID,PWS TYPE,SEASON,FIELD,SET,ABSR,ABSC,Entry#,COMMENT,IsDeactivated,DeactivationReason,FieldDataSource,PlotNumber,CUSR,DISTANCE,HDIR,HDT,HID,HSIDE,HWT_lbs,Latitude,Longitude,MST,TWT
P00000000879556065250216,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,15,48,,F,,SCAN MASTER,,KSTRA9,18.83,D,7/17/2020 1:48:04 PM,US-BR-CO-R2-G-1798,2,4.299,42.146345,-102.928354,10.020,56.247
P00000000879556065250217,YT,2019:10,NEMH:WMH1,NWB_B4E01,28,7,49,,F,,SCAN MASTER,,KSTRA9,21.87,U,7/17/2020 2:11:54 PM,US-BR-CO-R2-G-1798,1,4.134,42.146302,-102.928161,10.170,57.101
P00000000879556065250218,YT,2019:10,NEMH:WMH1,NWB_B4E01,28,5,50,,F,,SCAN MASTER,,KSTRA9,20.18,U,7/17/2020 1:25:47 PM,US-BR-CO-R2-G-1798,1,3.351,42.146330,-102.928122,10.600,57.179
P00000000879556065250219,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,10,51,,F,,SCAN MASTER,,KSTRA9,18.96,U,7/17/2020 2:56:25 PM,US-BR-CO-R2-G-1798,2,3.053,42.146451,-102.928311,10.620,57.956
P00000000879556065250221,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,5,53,,F,,SCAN MASTER,,KSTRA9,18.86,U,7/17/2020 1:24:50 PM,US-BR-CO-R2-G-1798,1,2.932,42.146431,-102.928200,8.020,53.528
P00000000879556065250222,YT,2019:10,NEMH:WMH1,NWB_B4E01,29,15,54,,F,,SCAN MASTER,,KSTRA9,18.98,D,7/17/2020 1:46:39 PM,US-BR-CO-R2-G-1798,2,5.412,42.146201,-102.928246,11.560,60.442
P00000000879556065250223,YT,2019:10,NEMH:WMH1,NWB_B4E01,29,12,55,,F,,SCAN MASTER,,KSTRA9,18.86,D,7/17/2020 3:23:47 PM,US-BR-CO-R2-G-1798,1,3.406,42.146231,-102.928182,9.460,56.635
P00000000879556065250224,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,12,56,,F,,SCAN MASTER,,KSTRA9,20.76,D,7/17/2020 3:25:08 PM,US-BR-CO-R2-G-1798,1,3.968,42.146379,-102.928289,8.910,56.635
P00000000879556065250225,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,13,57,,F,,SCAN MASTER,,KSTRA9,22.09,D,7/17/2020 2:35:25 PM,US-BR-CO-R2-G-1798,2,4.288,42.146360,-102.928322,10.330,57.645
P00000000879556065250227,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,10,69,,F,,SCAN MASTER,,KSTRA9,22.61,U,7/17/2020 2:56:52 PM,US-BR-CO-R2-G-1798,2,4.023,42.146398,-102.928269,9.910,57.490
P00000000879556065250228,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,16,70,,F,,SCAN MASTER,,KSTRA9,18.83,D,7/17/2020 1:48:04 PM,US-BR-CO-R2-G-1798,1,4.068,42.146345,-102.928354,9.830,56.868
P00000000879556065250229,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,10,71,,F,,SCAN MASTER,,KSTRA9,20.08,U,7/17/2020 2:55:58 PM,US-BR-CO-R2-G-1798,2,4.134,42.146493,-102.928352,10.730,58.577
P00000000879556065250230,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,6,72,,F,,SCAN MASTER,,KSTRA9,18.86,U,7/17/2020 1:24:50 PM,US-BR-CO-R2-G-1798,2,3.792,42.146431,-102.928200,9.430,55.470
P00000000879556065251695,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,6,1,,F,,SCAN MASTER,,KSTRA9,18.64,U,7/17/2020 1:21:09 PM,US-BR-CO-R2-G-1798,2,5.148,42.146808,-102.928497,10.630,58.267
P00000000879556065251696,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,7,2,,F,,SCAN MASTER,,KSTRA9,19.68,U,7/17/2020 2:06:59 PM,US-BR-CO-R2-G-1798,1,4.442,42.146840,-102.928572,7.400,54.460
P00000000879556065251697,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,9,3,,F,,SCAN MASTER,,KSTRA9,20.60,U,7/17/2020 2:52:42 PM,US-BR-CO-R2-G-1798,1,4.938,42.146824,-102.928605,10.870,59.044
P00000000879556065251698,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,13,4,,F,,SCAN MASTER,,KSTRA9,20.60,D,7/17/2020 2:39:02 PM,US-BR-CO-R2-G-1798,2,4.795,42.146745,-102.928615,9.620,56.635
P00000000879556065251699,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,8,5,,F,,SCAN MASTER,,KSTRA9,19.68,U,7/17/2020 2:06:59 PM,US-BR-CO-R2-G-1798,2,4.343,42.146840,-102.928572,8.370,54.149
P00000000879556065251700,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,10,6,,F,,SCAN MASTER,,KSTRA9,20.60,U,7/17/2020 2:52:42 PM,US-BR-CO-R2-G-1798,2,4.949,42.146824,-102.928605,10.170,57.567
P00000000879556065251701,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,5,7,,F,,SCAN MASTER,,KSTRA9,19.09,U,7/17/2020 1:20:43 PM,US-BR-CO-R2-G-1798,1,5.027,42.146854,-102.928527,9.840,58.422
P00000000879556065251702,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,8,8,,F,,SCAN MASTER,,KSTRA9,20.59,U,7/17/2020 2:07:25 PM,US-BR-CO-R2-G-1798,2,5.060,42.146790,-102.928537,9.560,56.713
P00000000879556065251703,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,14,9,,F,,SCAN MASTER,,KSTRA9,24.52,D,7/17/2020 2:39:30 PM,US-BR-CO-R2-G-1798,1,4.101,42.146803,-102.928660,6.460,53.372
P00000000879556065251704,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,16,10,,F,,SCAN MASTER,,KSTRA9,20.45,D,7/17/2020 1:51:36 PM,US-BR-CO-R2-G-1798,1,4.012,42.146723,-102.928648,8.970,56.635
P00000000879556065251705,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,7,11,,F,,SCAN MASTER,,KSTRA9,20.59,U,7/17/2020 2:07:25 PM,US-BR-CO-R2-G-1798,1,4.839,42.146790,-102.928537,9.780,56.713
P00000000879556065251706,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,15,12,,F,,SCAN MASTER,,KSTRA9,20.45,D,7/17/2020 1:51:36 PM,US-BR-CO-R2-G-1798,2,4.652,42.146723,-102.928648,9.440,56.247
P00000000879556065251707,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,14,13,,F,,SCAN MASTER,,KSTRA9,20.60,D,7/17/2020 2:39:02 PM,US-BR-CO-R2-G-1798,1,4.696,42.146745,-102.928615,9.270,56.557
P00000000879556065251708,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,13,14,,F,,SCAN MASTER,,KSTRA9,24.52,D,7/17/2020 2:39:30 PM,US-BR-CO-R2-G-1798,2,4.641,42.146803,-102.928660,9.040,56.868
P00000000879556065251709,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,15,15,,F,,SCAN MASTER,,KSTRA9,21.53,D,7/17/2020 1:52:02 PM,US-BR-CO-R2-G-1798,2,4.938,42.146775,-102.928683,10.010,57.024
P00000000879556065251710,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,10,16,,F,,SCAN MASTER,,KSTRA9,17.30,U,7/17/2020 2:53:10 PM,US-BR-CO-R2-G-1798,2,4.619,42.146784,-102.928570,8.300,53.994
P00000000879556065251711,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,11,17,,F,,SCAN MASTER,,KSTRA9,21.38,D,7/17/2020 3:29:32 PM,US-BR-CO-R2-G-1798,2,4.486,42.146808,-102.928613,7.100,53.605
P00000000879556065251712,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,6,18,,F,,SCAN MASTER,,KSTRA9,19.09,U,7/17/2020 1:20:43 PM,US-BR-CO-R2-G-1798,2,4.189,42.146854,-102.928527,12.780,60.287
P00000000879556065251713,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,9,19,,F,,SCAN MASTER,,KSTRA9,17.30,U,7/17/2020 2:53:10 PM,US-BR-CO-R2-G-1798,1,4.542,42.146784,-102.928570,9.760,58.810
P00000000879556065251714,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,16,20,,F,,SCAN MASTER,,KSTRA9,21.53,D,7/17/2020 1:52:02 PM,US-BR-CO-R2-G-1798,1,3.825,42.146775,-102.928683,10.530,59.277
P00000000879556065251715,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,11,21,,F,,SCAN MASTER,,KSTRA9,19.14,D,7/17/2020 3:29:03 PM,US-BR-CO-R2-G-1798,2,4.586,42.146760,-102.928572,8.940,56.091
P00000000879556065251716,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,12,22,,F,,SCAN MASTER,,KSTRA9,19.14,D,7/17/2020 3:29:03 PM,US-BR-CO-R2-G-1798,1,5.434,42.146760,-102.928572,7.840,56.324
P00000000879556065251717,YT,2019:10,NEMH:WMH1,NWB_D4E01,18,5,23,,F,,SCAN MASTER,,KSTRA9,18.64,U,7/17/2020 1:21:09 PM,US-BR-CO-R2-G-1798,1,4.508,42.146808,-102.928497,10.780,57.801
P00000000879556065251718,YT,2019:10,NEMH:WMH1,NWB_D4E01,17,12,24,,F,,SCAN MASTER,,KSTRA9,21.38,D,7/17/2020 3:29:32 PM,US-BR-CO-R2-G-1798,1,4.519,42.146808,-102.928613,8.320,55.936
P00000000879556065251719,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,9,1,,F,,SCAN MASTER,,KSTRA9,21.16,U,7/17/2020 2:53:38 PM,US-BR-CO-R2-G-1798,1,4.255,42.146734,-102.928532,7.880,55.392
P00000000879556065251720,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,13,2,,F,,SCAN MASTER,,KSTRA9,17.32,D,7/17/2020 2:38:34 PM,US-BR-CO-R2-G-1798,2,4.134,42.146696,-102.928576,8.300,54.227
P00000000879556065251721,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,11,3,,F,,SCAN MASTER,,KSTRA9,21.75,D,7/17/2020 3:28:00 PM,US-BR-CO-R2-G-1798,2,4.354,42.146665,-102.928509,9.820,57.101
P00000000879556065251722,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,16,4,,F,,SCAN MASTER,,KSTRA9,18.91,D,7/17/2020 1:50:42 PM,US-BR-CO-R2-G-1798,1,4.299,42.146632,-102.928576,8.550,55.159
P00000000879556065251723,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,7,5,,F,,SCAN MASTER,,KSTRA9,19.68,U,7/17/2020 2:08:20 PM,US-BR-CO-R2-G-1798,1,3.660,42.146698,-102.928462,6.120,50.032
P00000000879556065251724,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,7,6,,F,,SCAN MASTER,,KSTRA9,19.34,U,7/17/2020 2:07:54 PM,US-BR-CO-R2-G-1798,1,4.266,42.146745,-102.928500,7.760,52.595
P00000000879556065251725,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,9,7,,F,,SCAN MASTER,,KSTRA9,19.58,U,7/17/2020 2:54:04 PM,US-BR-CO-R2-G-1798,1,4.023,42.146686,-102.928499,8.530,55.936
P00000000879556065251726,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,14,8,,F,,SCAN MASTER,,KSTRA9,20.69,D,7/17/2020 2:38:07 PM,US-BR-CO-R2-G-1798,1,4.057,42.146652,-102.928551,9.080,56.247
P00000000879556065251727,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,10,9,,F,,SCAN MASTER,,KSTRA9,19.58,U,7/17/2020 2:54:04 PM,US-BR-CO-R2-G-1798,2,4.222,42.146686,-102.928499,7.820,53.683
P00000000879556065251728,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,15,10,,F,,SCAN MASTER,,KSTRA9,18.19,D,7/17/2020 1:51:09 PM,US-BR-CO-R2-G-1798,2,4.310,42.146675,-102.928610,8.900,55.548
P00000000879556065251729,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,8,11,,F,,SCAN MASTER,,KSTRA9,19.34,U,7/17/2020 2:07:54 PM,US-BR-CO-R2-G-1798,2,4.156,42.146745,-102.928500,9.720,55.159
P00000000879556065251730,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,15,12,,F,,SCAN MASTER,,KSTRA9,18.91,D,7/17/2020 1:50:42 PM,US-BR-CO-R2-G-1798,2,4.718,42.146632,-102.928576,9.390,56.868
P00000000879556065251731,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,14,13,,F,,SCAN MASTER,,KSTRA9,17.32,D,7/17/2020 2:38:34 PM,US-BR-CO-R2-G-1798,1,4.178,42.146696,-102.928576,8.010,53.761
P00000000879556065251732,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,6,14,,F,,SCAN MASTER,,KSTRA9,20.41,U,7/17/2020 1:22:03 PM,US-BR-CO-R2-G-1798,2,3.715,42.146713,-102.928423,8.410,53.217
P00000000879556065251733,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,12,15,,F,,SCAN MASTER,,KSTRA9,21.75,D,7/17/2020 3:28:00 PM,US-BR-CO-R2-G-1798,1,4.189,42.146665,-102.928509,7.200,53.761
P00000000879556065251734,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,12,16,,F,,SCAN MASTER,,KSTRA9,19.27,D,7/17/2020 3:28:34 PM,US-BR-CO-R2-G-1798,1,3.957,42.146711,-102.928547,6.060,51.352
P00000000879556065251735,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,5,17,,F,,SCAN MASTER,,KSTRA9,20.41,U,7/17/2020 1:22:03 PM,US-BR-CO-R2-G-1798,1,3.946,42.146713,-102.928423,6.790,51.585
P00000000879556065251736,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,11,18,,F,,SCAN MASTER,,KSTRA9,19.27,D,7/17/2020 3:28:34 PM,US-BR-CO-R2-G-1798,2,3.627,42.146711,-102.928547,10.930,58.810
P00000000879556065251737,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,16,19,,F,,SCAN MASTER,,KSTRA9,18.19,D,7/17/2020 1:51:09 PM,US-BR-CO-R2-G-1798,1,4.354,42.146675,-102.928610,11.020,59.044
P00000000879556065251738,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,10,20,,F,,SCAN MASTER,,KSTRA9,21.16,U,7/17/2020 2:53:38 PM,US-BR-CO-R2-G-1798,2,3.660,42.146734,-102.928532,9.730,57.179
P00000000879556065251739,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,8,21,,F,,SCAN MASTER,,KSTRA9,19.68,U,7/17/2020 2:08:20 PM,US-BR-CO-R2-G-1798,2,3.770,42.146698,-102.928462,9.140,55.470
P00000000879556065251740,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,6,22,,F,,SCAN MASTER,,KSTRA9,19.83,U,7/17/2020 1:21:37 PM,US-BR-CO-R2-G-1798,2,4.398,42.146763,-102.928455,10.280,57.490
P00000000879556065251741,YT,2019:10,NEMH:WMH1,NWB_D4E01,20,13,23,,F,,SCAN MASTER,,KSTRA9,20.69,D,7/17/2020 2:38:07 PM,US-BR-CO-R2-G-1798,2,4.519,42.146652,-102.928551,11.590,59.510
P00000000879556065251742,YT,2019:10,NEMH:WMH1,NWB_D4E01,19,5,24,,F,,SCAN MASTER,,KSTRA9,19.83,U,7/17/2020 1:21:37 PM,US-BR-CO-R2-G-1798,1,4.123,42.146763,-102.928455,9.410,56.091
P00000000879556065332681,YT,2019:10,NEMH:WMH1,NWB_B4E01,29,16,8,,F,,SCAN MASTER,,KSTRA9,18.98,D,7/17/2020 1:46:39 PM,US-BR-CO-R2-G-1798,1,4.839,42.146201,-102.928246,9.900,58.111
P00000000879556065332682,YT,2019:10,NEMH:WMH1,NWB_B4E01,28,12,9,,F,,SCAN MASTER,,KSTRA9,20.37,D,7/17/2020 3:24:14 PM,US-BR-CO-R2-G-1798,1,4.123,42.146284,-102.928210,9.740,57.490
P00000000879556065332683,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,8,10,,F,,SCAN MASTER,,KSTRA9,19.27,U,7/17/2020 2:10:33 PM,US-BR-CO-R2-G-1798,2,4.376,42.146452,-102.928272,10.510,57.956
P00000000879556065332684,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,7,11,,F,,SCAN MASTER,,KSTRA9,19.82,U,7/17/2020 2:10:07 PM,US-BR-CO-R2-G-1798,1,4.156,42.146499,-102.928305,8.170,54.071
P00000000879556065332685,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,9,12,,F,,SCAN MASTER,,KSTRA9,21.08,U,7/17/2020 2:57:19 PM,US-BR-CO-R2-G-1798,1,3.450,42.146347,-102.928230,10.590,58.655
P00000000879556065332686,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,14,13,,F,,SCAN MASTER,,KSTRA9,22.09,D,7/17/2020 2:35:25 PM,US-BR-CO-R2-G-1798,1,3.516,42.146360,-102.928322,10.740,59.277
P00000000879556065332687,YT,2019:10,NEMH:WMH1,NWB_B4E01,28,16,14,,F,,SCAN MASTER,,KSTRA9,21.37,D,7/17/2020 1:47:09 PM,US-BR-CO-R2-G-1798,1,5.115,42.146252,-102.928286,9.920,58.733
P00000000879556065332688,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,9,15,,F,,SCAN MASTER,,KSTRA9,20.08,U,7/17/2020 2:55:58 PM,US-BR-CO-R2-G-1798,1,3.902,42.146493,-102.928352,7.800,54.848
P00000000879556065332689,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,7,16,,F,,SCAN MASTER,,KSTRA9,19.11,U,7/17/2020 2:11:28 PM,US-BR-CO-R2-G-1798,1,4.255,42.146354,-102.928200,9.630,57.723
P00000000879556065332690,YT,2019:10,NEMH:WMH1,NWB_B4E01,28,13,17,,F,,SCAN MASTER,,KSTRA9,19.70,D,7/17/2020 2:34:30 PM,US-BR-CO-R2-G-1798,2,4.740,42.146263,-102.928252,10.140,58.733
P00000000879556065332691,YT,2019:10,NEMH:WMH1,NWB_B4E01,28,8,28,,F,,SCAN MASTER,,KSTRA9,21.87,U,7/17/2020 2:11:54 PM,US-BR-CO-R2-G-1798,2,4.057,42.146302,-102.928161,9.980,57.567
P00000000879556065332693,YT,2019:10,NEMH:WMH1,NWB_B4E01,28,15,30,,F,,SCAN MASTER,,KSTRA9,21.37,D,7/17/2020 1:47:09 PM,US-BR-CO-R2-G-1798,2,5.423,42.146252,-102.928286,11.120,60.053
P00000000879556065332694,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,9,31,,F,,SCAN MASTER,,KSTRA9,18.96,U,7/17/2020 2:56:25 PM,US-BR-CO-R2-G-1798,1,4.112,42.146451,-102.928311,9.660,57.567
P00000000879556065332695,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,15,32,,F,,SCAN MASTER,,KSTRA9,20.21,D,7/17/2020 1:47:38 PM,US-BR-CO-R2-G-1798,2,4.751,42.146299,-102.928324,11.740,59.820
P00000000879556065332696,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,11,33,,F,,SCAN MASTER,,KSTRA9,20.29,D,7/17/2020 3:24:41 PM,US-BR-CO-R2-G-1798,2,4.156,42.146331,-102.928249,10.290,58.111
P00000000879556065332697,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,13,34,,F,,SCAN MASTER,,KSTRA9,21.77,D,7/17/2020 2:35:52 PM,US-BR-CO-R2-G-1798,2,4.244,42.146412,-102.928363,10.580,59.044
P00000000879556065332698,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,12,35,,F,,SCAN MASTER,,KSTRA9,19.44,D,7/17/2020 3:26:05 PM,US-BR-CO-R2-G-1798,1,3.946,42.146472,-102.928362,9.540,56.635
P00000000879556065332699,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,15,36,,F,,SCAN MASTER,,KSTRA9,18.59,D,7/17/2020 1:48:56 PM,US-BR-CO-R2-G-1798,2,4.597,42.146437,-102.928431,11.250,59.820
P00000000879556065332700,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,8,37,,F,,SCAN MASTER,,KSTRA9,19.82,U,7/17/2020 2:10:07 PM,US-BR-CO-R2-G-1798,2,4.034,42.146499,-102.928305,10.830,58.344
P00000000879556065332701,YT,2019:10,NEMH:WMH1,NWB_B4E01,29,13,38,,F,,SCAN MASTER,,KSTRA9,21.44,D,7/17/2020 2:34:01 PM,US-BR-CO-R2-G-1798,2,4.927,42.146220,-102.928206,10.090,57.490
P00000000879556065332702,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,6,39,,F,,SCAN MASTER,,KSTRA9,17.02,U,7/17/2020 1:23:57 PM,US-BR-CO-R2-G-1798,2,4.034,42.146524,-102.928275,9.560,56.091
P00000000879556065332703,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,6,40,,F,,SCAN MASTER,,KSTRA9,20.48,U,7/17/2020 1:24:23 PM,US-BR-CO-R2-G-1798,2,2.976,42.146475,-102.928237,8.660,54.227
P00000000879556065332704,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,13,41,,F,,SCAN MASTER,,KSTRA9,20.66,D,7/17/2020 2:36:18 PM,US-BR-CO-R2-G-1798,2,5.049,42.146460,-102.928401,10.770,59.898
P00000000879556065332705,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,7,42,,F,,SCAN MASTER,,KSTRA9,19.27,U,7/17/2020 2:10:33 PM,US-BR-CO-R2-G-1798,1,3.792,42.146452,-102.928272,6.520,52.673
P00000000879556065332706,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,8,43,,F,,SCAN MASTER,,KSTRA9,19.11,U,7/17/2020 2:11:28 PM,US-BR-CO-R2-G-1798,2,4.045,42.146354,-102.928200,9.660,55.858
P00000000879556065332707,YT,2019:10,NEMH:WMH1,NWB_B4E01,28,6,44,,F,,SCAN MASTER,,KSTRA9,20.18,U,7/17/2020 1:25:47 PM,US-BR-CO-R2-G-1798,2,3.329,42.146330,-102.928122,9.730,50.809
P00000000879556065332708,YT,2019:10,NEMH:WMH1,NWB_B4E01,29,14,45,,F,,SCAN MASTER,,KSTRA9,21.44,D,7/17/2020 2:34:01 PM,US-BR-CO-R2-G-1798,1,4.839,42.146220,-102.928206,10.580,59.121
P00000000879556065332709,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,6,46,,F,,SCAN MASTER,,KSTRA9,22.19,U,7/17/2020 1:25:17 PM,US-BR-CO-R2-G-1798,2,3.064,42.146378,-102.928160,10.390,56.247
P00000000879556065332711,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,5,58,,F,,SCAN MASTER,,KSTRA9,22.19,U,7/17/2020 1:25:17 PM,US-BR-CO-R2-G-1798,1,2.579,42.146378,-102.928160,0.000,0.000
P00000000879556065332713,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,10,60,,F,,SCAN MASTER,,KSTRA9,21.08,U,7/17/2020 2:57:19 PM,US-BR-CO-R2-G-1798,2,3.693,42.146347,-102.928230,9.910,57.723
P00000000879556065332714,YT,2019:10,NEMH:WMH1,NWB_B4E01,25,15,61,,F,,SCAN MASTER,,KSTRA9,20.84,D,7/17/2020 1:48:30 PM,US-BR-CO-R2-G-1798,2,3.505,42.146397,-102.928388,12.290,59.665
P00000000879556065332715,YT,2019:10,NEMH:WMH1,NWB_B4E01,29,5,62,,F,,SCAN MASTER,,KSTRA9,18.94,U,7/17/2020 1:26:13 PM,US-BR-CO-R2-G-1798,1,2.315,42.146285,-102.928088,0.000,0.000
P00000000879556065332716,YT,2019:10,NEMH:WMH1,NWB_B4E01,26,9,63,,F,,SCAN MASTER,,KSTRA9,22.61,U,7/17/2020 2:56:52 PM,US-BR-CO-R2-G-1798,1,3.693,42.146398,-102.928269,9.260,56.635
P00000000879556065332717,YT,2019:10,NEMH:WMH1,NWB_B4E01,29,6,64,,F,,SCAN MASTER,,KSTRA9,18.94,U,7/17/2020 1:26:13 PM,US-BR-CO-R2-G-1798,2,3.935,42.146285,-102.928088,11.010,56.713
P00000000879556065332718,YT,2019:10,NEMH:WMH1,NWB_B4E01,24,11,65,,F,,SCAN MASTER,,KSTRA9,19.44,D,7/17/2020 3:26:05 PM,US-BR-CO-R2-G-1798,2,4.475,42.146472,-102.928362,9.040,55.858
P00000000879556065332720,YT,2019:10,NEMH:WMH1,NWB_B4E01,27,16,67,,F,,SCAN MASTER,,KSTRA9,20.21,D,7/17/2020 1:47:38 PM,US-BR-CO-R2-G-1798,1,4.178,42.146299,-102.928324,10.240,58.733
P00000000879556067409569,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,12,1,,F,,SCAN MASTER,,KSTRA9,19.23,D,7/17/2020 3:32:19 PM,US-BR-CO-R2-G-1798,1,4.299,42.147086,-102.928845,5.850,51.896
P00000000879556067409570,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,14,2,,F,,SCAN MASTER,,KSTRA9,16.69,D,7/17/2020 2:42:09 PM,US-BR-CO-R2-G-1798,1,5.192,42.147071,-102.928874,8.590,55.781
P00000000879556067409571,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,5,3,,F,,SCAN MASTER,,KSTRA9,22.43,U,7/17/2020 1:18:03 PM,US-BR-CO-R2-G-1798,1,4.564,42.147141,-102.928755,11.490,59.354
P00000000879556067409572,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,16,4,,F,,SCAN MASTER,,KSTRA9,20.89,D,7/17/2020 1:54:44 PM,US-BR-CO-R2-G-1798,1,3.042,42.147066,-102.928902,11.510,59.044
P00000000879556067409573,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,11,5,,F,,SCAN MASTER,,KSTRA9,19.23,D,7/17/2020 3:32:19 PM,US-BR-CO-R2-G-1798,2,3.704,42.147086,-102.928845,7.550,53.683
P00000000879556067409574,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,7,6,,F,,SCAN MASTER,,KSTRA9,20.42,U,7/17/2020 2:02:24 PM,US-BR-CO-R2-G-1798,1,4.982,42.147119,-102.928793,7.110,53.605
P00000000879556067409575,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,8,7,,F,,SCAN MASTER,,KSTRA9,20.42,U,7/17/2020 2:02:24 PM,US-BR-CO-R2-G-1798,2,5.655,42.147119,-102.928793,11.850,61.996
P00000000879556067409576,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,15,8,,F,,SCAN MASTER,,KSTRA9,20.89,D,7/17/2020 1:54:44 PM,US-BR-CO-R2-G-1798,2,3.935,42.147066,-102.928902,6.830,52.751
P00000000879556067409577,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,13,9,,F,,SCAN MASTER,,KSTRA9,16.69,D,7/17/2020 2:42:09 PM,US-BR-CO-R2-G-1798,2,3.803,42.147071,-102.928874,9.920,57.334
P00000000879556067409578,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,9,10,,F,,SCAN MASTER,,KSTRA9,17.09,U,7/17/2020 2:49:48 PM,US-BR-CO-R2-G-1798,1,5.082,42.147119,-102.928843,8.160,55.470
P00000000879556067409579,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,6,11,,F,,SCAN MASTER,,KSTRA9,22.43,U,7/17/2020 1:18:03 PM,US-BR-CO-R2-G-1798,2,4.575,42.147141,-102.928755,14.140,60.209
P00000000879556067409580,YT,2019:10,NEMH:WMH1,NWB_E4E01,11,10,12,,F,,SCAN MASTER,,KSTRA9,17.09,U,7/17/2020 2:49:48 PM,US-BR-CO-R2-G-1798,2,4.641,42.147119,-102.928843,9.520,56.557
